region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
2121950,38,1600,342,285,949,1.1,850,2.5
2121951,33,1200,376,268,1071,1.2,1142,3.7
2122001,38,1729,604,300,1489,1.1,1375,2.9
2122002,0,0,0,0,0,0,0,0
2122003,35,1733,542,311,1515,1.1,1242,3.0
2122004,37,1733,459,275,1275,1.1,1133,3.0
2122005,36,1153,513,331,1273,1.1,1211,3.1
2122006,35,1560,535,310,1366,1.1,1335,2.9
2122007,35,1500,564,370,1881,1.1,1845,3.6
2122008,35,2167,674,326,1791,1.2,1399,3.3
2122009,36,1517,629,345,1862,1.0,1809,3.2
2122010,39,1517,553,400,1905,1.0,1983,3.6
2122011,43,1408,376,411,1312,1.1,1312,3.2
2122012,34,1135,664,300,1337,1.1,1359,2.9
2122013,35,1517,670,298,1489,1.1,1266,2.6
2122014,39,1450,505,335,1281,1.1,1224,3.1
2122015,39,1280,497,325,1265,1.1,1234,3.1
2122016,34,1517,544,294,1461,1.1,1399,3.2
2122017,38,2156,573,323,1281,1.1,1292,2.8
2122018,32,1564,562,345,1510,1.1,1545,3.4
2122019,39,1300,526,324,1536,1.1,1489,3.1
2122020,34,1850,492,341,1687,1.1,1516,3.4
2122021,31,2123,569,281,1292,1.1,1169,3.0
2122022,32,1517,495,261,1510,1.1,1360,3.1
2122023,34,1517,537,350,1472,1.1,1343,3.4
2122024,36,1517,566,315,1375,1.1,1383,3.0
2122025,36,500,500,328,1312,1.1,1202,2.9
2122026,36,1000,560,380,1750,1.1,1694,3.6
2122027,34,1733,358,350,1416,1.1,1631,3.8
2122028,42,2000,649,351,1944,1.0,1934,3.2
2122029,34,1690,559,310,1476,1.1,1447,3.6
2122030,35,1452,561,271,1430,1.1,1125,2.9
2122031,35,1530,533,311,1337,1.1,1488,3.1
2122032,36,1733,553,288,1062,1.1,1162,2.9
2122033,34,1300,616,335,1940,1.0,1957,3.4
2122034,37,1733,602,311,1485,1.0,1420,3.1
2122035,32,1918,540,300,1426,1.1,1324,2.9
2122036,37,1387,549,291,1399,1.1,1323,2.7
2122037,36,1350,612,291,1545,1.1,1365,2.6
2122038,42,1547,481,421,1558,1.1,1458,3.1
2122039,37,2600,511,321,1591,1.0,1359,2.9
2122040,32,1539,557,300,1542,1.2,1392,3.0
2122041,37,1777,515,340,1697,1.1,1463,3.1
2122042,33,1477,624,278,1625,1.1,1562,3.2
2122043,35,1600,402,291,1410,1.2,1312,3.6
2122044,32,1582,545,276,1312,1.1,1304,2.8
2122045,36,1559,575,371,1634,1.1,1571,3.5
2122046,32,1517,627,300,1643,1.0,1650,3.2
2122101,35,1600,529,300,1454,1.0,1455,2.8
2122102,34,1517,670,202,1852,1.0,1982,3.8
2122103,41,1800,447,350,1292,1.1,1197,3.0
2122104,36,1733,548,420,2018,1.1,1928,3.7
2122105,42,1625,435,386,1416,1.1,1375,3.3
2122106,34,1577,468,160,1408,1.1,1220,3.0
2122107,31,1600,481,293,1463,1.1,1442,3.3
2122108,33,1350,478,300,1208,1.1,1194,2.8
2122109,40,1517,471,321,1468,1.1,1463,3.0
2122110,35,1950,620,231,1507,1.1,1274,2.6
2122111,32,1350,457,280,1271,1.1,1231,2.9
2122112,36,1517,502,301,1337,1.0,1166,2.9
2122113,35,1450,575,301,1473,1.1,1444,3.1
2122114,36,1560,518,317,1440,1.1,1418,2.9
2122115,33,2167,542,303,1518,1.1,1234,2.7
2122116,40,1760,442,326,1375,1.1,1318,3.3
2122117,37,1300,488,300,1333,1.1,1159,3.0
2122118,38,1375,424,305,1264,1.1,1288,2.9
2122119,36,1842,539,285,1485,1.0,1261,2.9
2122120,30,1700,608,308,1424,1.1,1327,3.0
2122121,32,1591,574,286,1412,1.1,1618,2.9
2122122,33,1517,457,281,1156,1.1,1329,3.0
2122123,35,1100,605,180,1567,1.1,1170,2.8
2122124,39,1400,552,330,1646,1.1,1414,3.2
2122125,33,1500,538,311,1375,1.1,1201,2.8
2122126,29,1517,510,288,1325,1.1,1104,2.8
2122127,36,1569,490,288,1416,1.1,1295,3.0
2122128,37,1408,531,273,1144,1.1,1100,2.7
2122129,32,2100,524,299,1337,1.1,1197,3.0
2122201,37,1500,729,23,2045,1.1,1874,3.3
2122202,28,2171,723,321,1685,1.1,1581,3.0
2122203,29,2340,896,365,1878,1.0,1674,2.9
2122204,0,0,0,0,0,0,0,0
2122205,32,2000,549,318,1761,1.1,1421,3.3
2122206,30,1733,602,356,1705,1.1,1661,3.3
2122207,26,2193,702,360,1496,1.0,1503,3.0
2122208,30,2383,781,350,2051,1.0,1946,3.6
2122209,32,2280,804,481,2065,1.0,1905,3.3
2122210,32,2000,694,331,1880,1.0,1871,3.3
2122211,43,2000,478,408,1187,1.1,1013,2.8
2122212,31,1600,604,320,1419,1.1,1274,2.7
2122213,30,2167,802,361,1817,1.0,1694,2.9
2122214,34,1670,567,371,1580,1.1,1478,3.3
2122215,32,2000,646,323,1537,1.1,1583,3.2
2122216,33,1560,648,320,1552,1.1,1429,3.2
2122217,33,1950,659,361,1671,1.2,1782,3.1
2122218,0,0,0,0,0,0,0,0
2122219,48,1339,527,265,1083,1.0,933,2.4
2122220,35,1993,581,236,1638,1.1,1638,3.0
2122221,50,1192,524,306,1226,1.1,891,2.3
2122222,32,2100,660,348,1502,1.1,1415,2.8
2122223,31,1876,717,300,1531,1.0,1458,3.2
2122224,31,1950,756,330,1663,1.1,1478,2.9
2122225,36,1509,616,296,1485,1.1,1392,2.9
2122226,34,1400,681,331,1845,1.0,1647,3.1
2122227,34,2200,710,350,1643,1.0,1562,3.0
2122228,34,2019,671,347,2054,1.0,1971,3.6
2122229,34,1625,708,241,1888,1.0,1750,3.3
2122230,37,1809,564,355,1658,1.0,1488,3.3
2122231,31,2192,683,365,2011,1.0,1980,3.9
2122232,31,1950,609,346,1724,1.0,1612,3.7
2122233,30,2000,738,481,1927,1.0,1851,3.5
2122234,32,2246,685,372,1782,1.1,1738,3.2
2122235,33,1842,675,350,1654,1.0,1474,3.1
2122236,29,2167,788,0,1949,1.0,1946,3.7
2122237,30,2000,688,360,2071,1.0,1940,3.6
2122238,33,2478,742,0,2053,1.0,2091,3.8
2122239,30,1668,618,336,1732,1.1,1657,3.3
2122240,32,1560,692,333,1867,1.0,1864,3.0
2122241,31,1733,539,308,1568,1.1,1428,3.2
2122242,51,2167,417,0,700,1.0,675,2.3
2122243,62,1300,620,311,1860,1.1,1805,2.6
2122244,28,2107,819,380,1849,1.1,1702,2.8
2122245,30,2383,770,370,1867,1.0,1698,3.3
2122246,29,2167,814,360,1805,1.0,1703,2.7
2122247,28,2184,828,350,1769,1.0,1627,2.8
2122248,29,2100,845,360,1853,1.0,1773,2.9
2122249,31,2022,652,250,1874,1.0,1809,3.4
2122250,29,2300,782,350,1879,1.0,1761,3.1
2122251,30,2000,652,346,1629,1.1,1672,3.5
2122252,30,1950,641,300,1281,1.1,1208,2.7
2122253,30,2167,676,348,1639,1.0,1682,3.1
2122254,31,1777,721,355,1583,1.1,1406,3.1
2122255,31,1755,631,355,1632,1.1,1561,3.5
2122301,42,693,390,254,1047,1.1,857,2.3
2122302,37,1625,376,306,1093,1.1,1024,2.6
2122303,38,1200,365,277,966,1.2,911,2.9
2122304,33,1000,382,255,806,1.2,805,2.8
2122305,34,1560,372,270,773,1.2,814,2.6
2122306,50,1042,326,241,806,1.1,636,2.3
2122307,39,2084,351,291,774,1.1,724,2.6
2122308,33,2059,377,225,830,1.2,617,2.3
2122309,41,1768,345,289,829,1.1,773,2.5
2122310,40,1690,283,331,763,1.2,966,2.9
2122311,35,2167,393,300,988,1.1,824,2.8
2122312,40,1300,324,300,986,1.1,861,3.0
2122313,35,1950,319,274,1047,1.2,1017,3.2
2122314,40,1400,313,320,833,1.1,747,3.0
2122315,34,1733,342,317,1258,1.1,1097,3.0
2122316,40,1850,446,323,1321,1.2,1187,3.0
2122317,45,1800,431,300,1321,1.1,1350,3.0
2122318,42,1400,382,300,1031,1.2,1062,3.0
2122319,36,1000,355,278,1096,1.2,892,3.1
2122320,34,1755,508,185,1478,1.2,1605,3.8
2122321,30,1400,555,315,1658,1.1,1406,3.6
2122322,41,1625,322,300,846,1.1,691,2.4
2122323,32,1517,351,150,900,1.1,891,3.2
2122324,12,0,333,0,700,0,0,0
2122325,44,0,433,312,0,2.0,1750,2.0
2122326,36,1509,304,345,930,1.2,962,3.3
2122327,38,1586,421,270,900,1.1,1174,2.9
2122328,36,1700,345,270,988,1.1,1077,3.0
2122329,39,1150,414,450,1017,1.1,1029,3.2
2122330,37,1300,352,320,1031,1.1,1125,3.2
2122331,43,1993,383,268,891,1.1,705,2.2
2122332,39,780,343,265,836,1.2,692,2.5
2122333,39,1300,316,251,864,1.2,766,2.7
2122334,39,1712,354,300,931,1.2,805,2.6
2122335,0,0,0,0,0,0,0,0
2122336,40,1733,337,311,989,1.2,933,3.2
2122337,39,1700,282,280,883,1.2,1054,3.3
2122338,34,1521,383,260,1262,1.1,1149,3.1
2122339,48,1684,361,270,929,1.1,650,2.5
2122340,37,1300,379,301,812,1.2,853,3.2
2122341,40,1100,366,300,1023,1.2,925,3.0
2122342,42,1500,329,266,872,1.2,790,2.8
2122343,36,1980,403,295,1212,1.1,1053,3.0
2122344,36,0,1375,0,0,0,0,0
2122345,42,1300,293,300,1008,1.1,791,2.9
2122346,37,1800,371,300,1023,1.2,854,3.1
2122347,38,1650,316,330,935,1.1,900,3.2
2122348,41,1733,361,250,1025,1.2,921,3.2
2122349,44,1625,359,323,1192,1.1,1103,2.9
2122350,0,0,0,0,0,0,0,0
2122351,42,2084,378,300,919,1.1,700,2.7
2122352,42,2000,338,331,840,1.2,936,3.2
2122353,36,1582,402,300,1055,1.1,936,3.0
2122354,33,1150,382,245,830,1.3,808,2.5
2122401,34,2167,615,350,1598,1.1,1567,3.2
2122402,32,1400,542,300,1190,1.1,1125,3.0
2122403,25,1619,579,300,1237,1.1,1134,3.5
2122404,27,1842,710,325,1544,1.1,1530,3.4
2122405,39,1395,455,250,1057,1.1,900,2.3
2122406,28,1668,617,296,1225,1.1,1177,2.8
2122407,39,2025,585,175,1692,1.1,1928,3.0
2122408,44,2000,527,200,1675,1.1,1333,2.8
2122409,43,1733,582,0,1428,1.2,1201,2.8
2122410,37,2383,850,365,1967,1.0,1824,3.3
2122411,33,1733,562,180,1514,1.1,1544,3.1
2122412,36,2400,752,380,2048,1.1,1939,3.3
2122413,34,1798,538,285,1471,1.1,1477,3.1
2122414,35,1733,623,0,1676,1.1,1708,3.3
2122415,38,1517,636,210,1442,1.1,1285,2.7
2122416,33,1300,500,290,1213,1.1,1258,2.9
2122417,32,1900,602,315,1645,1.1,1725,3.5
2122418,35,1400,574,280,1329,1.1,1381,2.8
2122419,38,1435,602,288,1410,1.1,1437,2.8
2122420,30,1800,584,0,1860,1.1,1899,3.5
2122421,30,1694,618,300,1546,1.1,1463,3.2
2122422,32,1950,692,300,1760,1.1,1619,3.4
2122423,41,2600,529,0,1125,1.1,1235,3.0
2122424,43,1298,585,260,1390,1.0,1125,2.6
2122425,34,1300,632,270,1319,1.1,987,2.4
2122426,30,1690,740,0,1690,1.0,1625,3.3
2122427,35,2000,720,171,1617,1.1,1463,2.7
2122501,42,1413,650,263,1583,1.2,1328,2.7
2122502,37,2167,665,350,1949,1.2,1704,3.0
2122503,43,1875,654,160,1616,1.2,1375,2.9
2122504,37,2100,709,350,2047,1.0,1807,3.2
2122505,40,2300,604,210,1536,1.1,1550,3.1
2122506,39,2167,521,250,1750,1.0,1538,3.2
2122507,49,1389,463,250,1013,1.1,759,2.2
2122508,43,1517,567,250,1187,1.0,1266,2.4
2122509,35,1810,601,345,1357,1.0,1184,2.8
2122510,42,1200,593,121,1512,1.1,1538,2.9
2122511,46,1600,592,404,1412,1.1,1458,2.8
2122512,44,1500,571,0,1750,1.1,1553,3.2
2122513,59,0,700,0,0,0,0,0
2122514,29,1658,639,376,1538,1.0,1421,3.3
2122515,0,0,0,0,0,0,0,0
2122516,33,1700,607,320,1537,1.1,1367,3.2
2122517,41,1083,497,200,915,1.1,835,2.1
2122518,58,1625,459,185,991,1.1,918,2.5
2122519,34,1400,578,218,1481,1.1,1433,3.1
2122520,39,1753,534,205,1187,1.1,1062,2.5
2122521,27,2124,752,365,1542,1.1,1404,3.0
2122601,41,2383,404,300,1057,1.1,1071,2.4
2122602,41,1950,583,300,1474,1.0,1228,2.1
2122603,40,1200,537,300,1289,1.1,1150,2.3
2122604,41,1900,519,312,1526,1.1,1179,2.4
2122605,41,2071,516,300,1330,1.1,1255,2.4
2122606,40,1517,478,307,1325,1.1,1224,2.3
2122607,42,1950,463,304,1145,1.1,885,2.2
2122608,43,1461,526,340,1543,1.1,1275,2.5
2122609,40,1867,538,320,1328,1.1,1096,2.5
2122610,42,1650,588,315,1050,1.1,1021,2.1
2122611,44,2167,427,205,1533,1.1,1633,2.8
2122612,41,2209,535,300,1375,1.0,968,2.5
2122613,39,1907,565,295,1375,1.1,1116,2.4
2122614,38,1800,540,350,1474,1.1,1261,2.5
2122615,34,2167,695,290,1553,1.1,1323,2.3
2122616,40,0,900,0,0,0,0,0
2122617,44,2383,483,280,1142,1.0,1053,2.2
2122701,0,0,0,0,0,0,0,0
2122801,43,2100,565,408,1908,1.0,1799,3.3
2122802,45,1928,585,360,2146,1.1,1860,2.9
2122803,79,4059,404,177,1083,1.0,508,1.5
2122804,38,0,100,0,0,0,0,0
2122805,55,0,2000,0,0,0,0,0
2122806,43,1800,402,241,937,1.1,884,2.6
2122807,41,1067,481,300,1018,1.1,885,2.5
2122808,38,1993,535,305,1530,1.0,1403,2.7
2122809,39,1517,412,300,1015,1.0,1042,2.7
2122810,55,1408,445,300,1199,1.0,1105,2.4
2122811,41,1300,504,280,1620,1.1,1317,2.7
2122812,39,2037,737,320,1660,1.1,1478,2.4
2122813,48,1517,689,400,2062,1.0,1899,2.7
2122814,42,3000,673,850,2200,1.1,2021,3.3
2122815,43,1950,605,376,1607,1.0,1589,3.0
2122816,43,1352,590,330,2083,1.0,2062,2.8
2122817,44,2616,749,366,2519,1.0,1680,2.8
2122818,42,0,316,0,0,0,0,5.0
2122819,43,2000,734,290,1968,1.0,1852,3.1
2122820,37,1950,738,80,2094,1.1,1670,2.8
2122821,36,2184,665,308,1860,1.1,1750,2.8
2122822,43,2167,610,345,1809,1.0,1471,2.7
2122823,38,1892,747,329,1636,1.1,1452,2.8
2122824,43,6125,516,0,3083,1.0,1187,2.5
2122825,32,0,1125,0,1375,1.0,2750,2.0
2122826,45,2000,591,0,2583,1.0,2666,3.4
2122901,39,1733,558,290,1526,1.1,1230,2.5
2122902,41,2167,391,250,911,1.1,879,2.5
2122903,39,1811,420,260,1363,1.0,1300,2.7
2122904,40,1609,363,295,1057,1.2,966,2.8
2122905,48,2167,434,451,1187,1.1,1323,3.0
2122906,50,1867,526,470,1458,1.0,1444,3.1
2122907,54,2000,266,281,1018,1.1,894,2.5
2122908,38,1582,613,340,1545,1.1,1140,2.4
2122909,41,1500,386,270,922,1.1,828,2.6
2122910,52,1837,506,350,1386,1.0,1260,2.7
2122911,42,1733,503,0,1492,1.1,1514,3.4
2122912,49,1484,571,335,1750,1.0,1558,2.6
2122913,41,1400,537,340,1550,1.1,1578,3.3
2122914,46,2400,451,273,1711,1.1,1567,3.3
2122915,35,2198,587,349,2517,1.1,2125,3.1
2122916,44,2275,460,339,1520,1.0,1202,2.9
2122917,40,1750,447,300,1089,1.1,939,2.3
2122918,48,1788,436,315,1015,1.1,971,2.3
2122919,43,1650,468,295,1218,1.1,1125,2.2
2122920,38,1517,450,375,1430,1.1,1347,3.2
2122921,43,1350,469,300,1166,1.1,1164,2.6
2122922,41,2000,567,270,1583,1.0,1399,2.7
2122923,47,2167,535,360,1527,1.0,992,2.4
2122924,40,1939,829,338,1765,1.1,1750,2.8
2122925,50,2253,628,315,1625,1.1,1170,2.4
2122926,51,2167,402,200,1390,1.0,883,2.4
2122927,39,1700,528,278,1424,1.1,1011,2.5
2122928,40,1800,506,310,1181,1.0,1262,2.5
2122929,42,1100,482,319,1191,1.1,1048,2.7
2122930,37,2167,545,315,1635,1.1,1181,2.4
2122931,52,2060,351,298,777,1.0,609,2.4
2122932,55,2691,396,231,1196,1.0,1218,2.5
2122933,46,1600,564,360,1568,1.1,1260,2.8
2122934,45,2167,500,290,1892,1.0,2175,3.2
2122935,39,2383,418,280,1312,1.1,955,2.6
2122936,55,2265,371,145,1112,1.1,781,2.3
2122937,47,1500,470,280,1260,1.1,1259,2.8
2122938,43,1733,506,300,1208,1.1,963,2.5
2122939,45,1867,397,340,1660,1.1,1421,2.7
2122940,43,1600,451,320,1125,1.1,1050,2.4
2122941,34,3000,395,340,1224,1.1,1008,2.4
2122942,45,1820,376,0,1187,1.1,1399,3.0
2122943,39,2058,702,320,1924,1.0,1750,3.0
2122944,42,1700,497,294,1228,1.1,1078,2.7
2122945,38,2000,433,320,933,1.1,985,2.8
2122946,45,1596,525,323,1375,1.0,1031,2.6
2122947,44,1984,521,323,1517,1.1,1273,2.6
2122948,42,1083,549,365,1916,1.1,1525,2.7
2122949,39,1825,453,350,1147,1.1,1142,2.9
2122950,42,2167,522,295,1750,1.0,1384,2.7
2122951,43,1192,428,252,1294,1.0,1319,2.8
2122952,48,1100,417,360,1187,1.1,1166,2.8
2122953,43,1692,453,300,1125,1.1,1125,2.6
2122954,44,1750,462,285,1062,1.1,1012,2.5
2122955,43,1820,467,100,1361,1.0,1174,2.7
2122956,38,1733,571,320,1772,1.2,1258,2.7
2122957,51,806,516,252,1125,1.0,1125,2.2
2122958,43,1831,551,300,1410,1.1,1458,2.9
2122959,41,2650,528,390,1949,1.1,1921,3.2
2122960,38,1350,648,375,1625,1.1,1375,2.5
2122961,46,1894,489,305,1228,1.1,1057,2.6
2122962,44,1700,460,295,1160,1.0,1077,2.7
2123001,39,1517,700,380,2161,1.1,1702,2.4
2123002,36,1950,915,410,2175,1.1,1911,3.1
2123003,50,1950,486,350,1750,1.1,763,2.3
2123004,46,1800,490,340,977,1.1,918,2.1
2123005,36,1733,822,346,2018,1.0,2019,2.7
2123006,37,1978,588,277,1640,1.1,1136,2.6
2123007,41,1500,633,285,1711,1.1,1211,2.4
2123008,44,1755,533,330,1824,1.1,1325,2.4
2123009,38,2300,650,323,1916,1.1,1784,2.7
2123010,42,2175,617,269,1911,1.1,1330,2.4
2123011,37,2037,680,306,1874,1.1,1728,2.6
2123012,39,2210,626,341,1750,1.1,1578,2.8
2123013,38,2037,556,322,1517,1.1,1174,2.7
2123014,37,1950,737,300,2160,1.1,2025,3.0
2123015,36,2167,833,350,2480,1.1,1708,2.6
2123016,41,1300,569,370,1937,1.1,1512,2.5
2123017,50,2383,534,340,1156,1.0,949,2.1
2123101,40,2000,654,300,1791,1.0,1567,2.8
2123102,39,1733,702,305,1957,1.0,1916,3.1
2123103,39,2210,397,312,1700,1.1,1292,2.6
2123104,39,2000,778,400,2174,1.1,1847,2.7
2123105,42,1874,606,320,1899,1.1,1666,2.8
2123106,43,2600,748,300,2583,1.0,1944,2.8
2123107,40,1085,634,363,2395,1.1,1578,2.6
2123108,44,2383,597,380,2291,1.1,1750,3.0
2123109,41,1109,710,378,2605,1.1,1833,3.0
2123110,40,1733,586,300,2428,1.2,2143,3.3
2123111,38,2600,608,387,1910,1.1,2017,2.8
2123112,41,2250,691,360,2181,1.0,1928,3.1
2123113,40,2084,681,250,1583,1.1,1591,2.7
2123114,36,2100,681,350,1916,1.1,1525,2.7
2123115,33,1864,740,320,2374,1.1,2187,3.0
2123116,40,2167,752,352,2779,1.0,2178,3.1
2123117,43,2450,706,130,2345,1.1,1729,3.0
2123118,36,2200,710,340,2971,1.1,2395,3.1
2123119,37,2700,709,360,2136,1.1,2222,3.2
2123120,37,1840,707,330,1847,1.1,1698,2.6
2123121,37,2000,648,391,1888,1.1,1933,2.9
2123122,39,2167,678,352,1954,1.1,1648,2.8
2123201,36,2167,650,250,2303,1.0,2312,3.4
2123202,42,2127,688,225,2031,1.0,2008,3.1
2123203,41,1625,594,313,1849,1.1,2013,2.8
2123204,34,2154,617,185,1795,1.0,1711,2.9
2123205,41,2000,714,100,2175,1.0,2017,2.9
2123206,39,1625,764,200,1639,1.1,1538,2.5
2123207,32,1788,693,331,1507,1.0,1331,2.8
2123208,28,1300,464,246,1093,1.1,972,2.4
2123209,41,2000,508,0,2234,1.0,2223,3.2
2123210,37,1980,630,321,1604,1.1,1432,3.2
2123211,35,1733,623,229,1714,1.1,1429,2.7
2123212,20,2075,607,408,1849,1.2,2041,4.0
2123213,37,1809,703,423,1852,1.0,2069,3.4
2123214,42,2004,500,250,1480,1.1,1097,2.3
2123215,39,2145,746,360,2129,1.0,2077,2.8
2123216,43,1900,593,125,1791,1.0,1946,3.0
2123217,40,1629,660,308,1406,1.1,1170,2.2
2123218,32,2000,721,372,1937,1.0,1717,3.4
2123219,39,1421,627,226,1706,1.1,1447,2.8
2123220,47,1700,645,200,2037,1.0,1860,2.8
2123221,38,1733,736,400,2513,1.0,2194,3.2
2123222,38,2016,694,405,1897,1.0,1702,2.9
2123223,32,2300,788,0,2143,1.1,2014,3.3
2123224,42,2334,747,250,2555,1.0,2592,3.2
2123225,0,0,0,0,0,0,0,0
2123226,43,0,0,0,1375,1.0,0,2.0
2123227,41,1560,574,290,1633,1.0,1238,2.7
2123228,33,1733,572,270,1390,1.0,1347,2.9
2123229,43,1865,572,175,1625,1.1,1675,2.8
2123230,75,2000,370,140,1062,1.1,544,1.7
2123301,49,2000,979,270,2567,1.1,1920,2.5
2123302,47,2000,749,288,1732,1.1,1766,2.6
2123303,49,1600,694,288,1968,1.1,1268,2.4
2123304,40,3300,630,250,1406,1.0,1700,2.8
2123305,43,1600,585,404,1777,1.1,1656,2.8
2123306,50,2084,633,360,2035,1.1,1714,2.8
2123307,46,2000,614,300,2031,1.1,1589,2.9
2123308,41,1993,544,170,1863,1.0,1111,2.6
2123309,40,1733,665,250,1468,1.1,1226,2.8
2123310,42,1415,739,326,2136,1.0,2178,2.9
2123401,33,1563,670,250,1735,1.0,1361,2.6
2123402,35,1948,712,349,1859,1.1,1863,3.4
2123403,39,1690,635,270,1458,1.0,1301,2.6
2123404,39,2200,719,340,1865,1.0,1930,3.0
2123405,41,1500,749,0,2017,1.0,2017,3.4
2123406,40,2300,691,85,1849,1.0,1442,2.9
2123407,44,2383,610,0,1625,1.1,1605,2.8
2123408,43,2167,662,0,2011,1.0,1801,3.0
2123409,42,1365,593,271,1544,1.1,1312,2.5
2123501,45,1950,560,160,1617,1.1,1278,2.7
2123502,36,1733,729,190,2015,1.0,1788,3.2
2123503,43,1400,570,225,1643,1.1,1176,2.7
2123504,41,1333,545,250,1295,1.1,1271,2.6
2123505,44,1497,469,220,1292,1.1,929,2.2
2123506,37,1517,537,350,1287,1.1,976,2.6
2123507,32,1647,664,290,1658,1.1,1531,2.9
2123508,45,1733,455,242,1397,1.1,1042,2.4
2123509,38,1470,548,300,1437,1.1,1474,2.9
2123510,41,1517,592,270,1392,1.1,1269,2.7
2123511,38,1548,617,200,1455,1.3,1257,3.3
2123512,40,1409,473,150,1524,1.1,1080,2.4
2123513,35,1634,592,311,1375,1.1,1354,3.0
2123514,48,1650,638,195,1660,1.1,1416,2.7
2123515,43,1767,492,310,1343,1.1,1343,2.9
2123516,47,1950,563,144,1625,1.1,1462,2.7
2123517,40,1798,553,175,1416,1.0,1375,3.0
2123518,40,1733,706,46,2416,1.0,2250,2.6
2123519,45,1500,622,100,1536,1.1,1455,2.7
2123520,45,2000,674,145,2071,1.0,1375,2.4
2123521,39,1170,646,321,1874,1.0,1901,3.1
2123601,40,2084,383,277,1300,1.2,1037,2.8
2123602,38,1842,535,325,1235,1.2,1292,2.8
2123603,41,1950,562,361,1413,1.2,1292,2.6
2123604,39,1960,524,316,1715,1.1,1523,2.5
2123605,40,0,1375,0,0,1.0,350,1.0
2123606,38,1300,444,204,1208,1.2,807,2.3
2123607,33,1733,436,167,924,1.2,694,2.3
2123608,39,2425,627,200,1149,1.0,1055,2.4
2123609,29,1500,355,300,814,1.3,1050,2.6
2123610,37,2167,500,323,1330,1.2,1274,2.6
2123611,33,2336,432,277,1047,1.2,959,2.6
2123612,37,1863,383,231,1107,1.4,769,2.2
2123613,41,2005,459,330,1226,1.1,906,2.5
2123614,37,1873,619,275,1856,1.1,1187,2.4
2123615,36,1822,508,325,1307,1.2,1004,2.5
2123616,38,1400,383,266,1031,1.2,1100,2.8
2123617,35,1517,373,300,1174,1.1,875,2.6
2123618,39,1843,384,159,1208,1.2,819,2.5
2123701,0,0,0,0,0,0,0,0
2123702,44,1300,344,300,883,1.2,812,2.7
2123703,30,1452,339,277,1017,1.4,917,3.1
2123704,36,1500,342,322,936,1.2,806,2.7
2123705,35,1473,401,250,1100,1.2,985,2.7
2123706,39,1810,389,243,1093,1.2,1004,2.9
2123707,35,1800,424,285,1138,1.2,1006,2.6
2123708,37,1842,380,255,808,1.2,844,2.5
2123709,40,1894,380,220,1135,1.1,733,2.4
2123710,29,1950,436,236,1192,1.2,982,2.9
2123711,0,0,0,0,0,0,0,0
2123712,41,1733,364,277,1045,1.1,882,2.8
2123713,29,0,0,0,0,0,0,0
2123714,40,1200,330,329,869,1.2,787,2.6
2123715,38,1253,312,331,806,1.2,766,2.8
2123716,41,607,361,250,1048,1.3,763,2.7
2123717,45,1157,351,295,979,1.2,700,2.5
2123718,37,1500,360,277,892,1.2,763,2.7
2123719,38,1408,420,300,1300,1.1,900,2.8
2123720,42,1500,373,281,949,1.2,823,2.5
2123721,35,1733,345,235,827,1.2,693,2.6
2123722,34,1733,354,260,876,1.2,807,3.1
2123723,42,2334,296,259,1312,1.3,811,2.5
2123724,31,1300,429,290,919,1.3,949,2.8
2123725,28,2167,298,300,1100,1.4,1021,3.3
2123726,35,2058,356,261,777,1.2,966,3.0
2123727,34,1733,408,320,1385,1.1,1341,3.2
2123728,38,1733,343,280,962,1.2,869,2.7
2123729,38,1700,361,288,1053,1.1,850,2.8
2123730,38,1800,391,312,942,1.2,873,2.7
2123731,42,1083,348,300,1187,1.2,1073,2.6
2123801,30,1512,355,244,836,1.2,668,2.5
2123802,39,2167,350,280,952,1.1,771,2.6
2123803,36,1500,402,296,1446,1.1,866,2.7
2123804,32,1062,346,254,962,1.3,749,2.7
2123805,38,1950,372,250,912,1.2,836,2.5
2123806,31,1950,389,246,1008,1.2,870,2.8
2123807,31,2600,454,305,1017,1.2,873,2.7
2123808,34,1440,338,217,843,1.2,735,2.8
2123809,31,1517,342,173,825,1.2,700,2.7
2123810,28,1447,348,294,840,1.3,625,3.0
2123811,32,1500,310,132,854,1.2,742,2.6
2123812,33,1501,429,300,1187,1.2,894,2.6
2123813,31,1603,389,275,1018,1.2,966,2.5
2123814,34,1000,410,300,1452,1.2,1028,2.2
2123815,40,1800,391,225,1416,1.1,831,2.5
2123816,32,1750,352,326,1287,1.3,1053,3.4
2123817,34,1733,472,340,1057,1.2,857,2.7
2123818,35,1600,431,283,1416,1.2,966,2.8
2123819,33,1800,403,300,1463,1.1,1057,2.5
2123820,32,1419,380,300,1269,1.1,1100,2.5
2123821,32,1602,457,321,1273,1.3,1111,2.9
2123822,33,1500,495,261,1329,1.3,1012,2.3
2123823,34,1733,488,280,1231,1.2,1033,2.2
2123824,38,2000,589,300,1350,1.1,1305,3.0
2123825,37,2079,549,250,1362,1.1,1140,2.4
2123826,41,2100,404,290,1109,1.2,1111,2.8
2123827,41,2167,477,293,1303,1.1,940,2.4
